 connect:0.009568s pretransfer:0.009723s starttransfer:0.014244s total:0.014389
 connect:0.046056s pretransfer:0.046272s starttransfer:0.060060s total:0.060228
 connect:0.020686s pretransfer:0.020843s starttransfer:0.026088s total:0.026213
 connect:0.024688s pretransfer:0.024841s starttransfer:0.031763s total:0.031887
 connect:0.029781s pretransfer:0.029923s starttransfer:0.037616s total:0.037739
 connect:0.028381s pretransfer:0.028516s starttransfer:0.034739s total:0.034902
 connect:0.047776s pretransfer:0.047935s starttransfer:0.053687s total:0.053843
 connect:0.032859s pretransfer:0.033039s starttransfer:0.041684s total:0.041817
 connect:0.030128s pretransfer:0.030250s starttransfer:0.035982s total:0.036128
 connect:0.039231s pretransfer:0.039351s starttransfer:0.047929s total:0.048131
 connect:0.038157s pretransfer:0.038287s starttransfer:0.042654s total:0.042794
 connect:0.029693s pretransfer:0.029867s starttransfer:0.037043s total:0.037381
 connect:0.048394s pretransfer:0.048578s starttransfer:0.062180s total:0.062337
 connect:0.034679s pretransfer:0.034815s starttransfer:0.038936s total:0.039047
 connect:0.021310s pretransfer:0.021430s starttransfer:0.026145s total:0.026302
 connect:0.028719s pretransfer:0.028864s starttransfer:0.033899s total:0.034047
 connect:0.023151s pretransfer:0.023262s starttransfer:0.029776s total:0.029907
 connect:0.032019s pretransfer:0.032112s starttransfer:0.036258s total:0.036441
 connect:0.021894s pretransfer:0.022010s starttransfer:0.026302s total:0.026424
 connect:0.024041s pretransfer:0.024141s starttransfer:0.028627s total:0.028785
 connect:0.022818s pretransfer:0.022945s starttransfer:0.028723s total:0.028880
 connect:0.024580s pretransfer:0.024700s starttransfer:0.028978s total:0.029126
 connect:0.025975s pretransfer:0.026068s starttransfer:0.030028s total:0.030151
 connect:0.025635s pretransfer:0.025762s starttransfer:0.029274s total:0.029403
 connect:0.030129s pretransfer:0.030219s starttransfer:0.033924s total:0.034036
 connect:0.038179s pretransfer:0.038319s starttransfer:0.044954s total:0.045076
 connect:0.025008s pretransfer:0.025124s starttransfer:0.030756s total:0.030906
 connect:0.026622s pretransfer:0.026797s starttransfer:0.030749s total:0.030860
 connect:0.151283s pretransfer:0.151380s starttransfer:0.156385s total:0.156538
 connect:0.030683s pretransfer:0.030817s starttransfer:0.038085s total:0.038204
 connect:0.034382s pretransfer:0.034547s starttransfer:0.043449s total:0.043645
 connect:0.031511s pretransfer:0.031815s starttransfer:0.039253s total:0.039399
 connect:0.025148s pretransfer:0.025287s starttransfer:0.030356s total:0.030489
 connect:0.028107s pretransfer:0.028206s starttransfer:0.033866s total:0.034032
 connect:0.032186s pretransfer:0.032355s starttransfer:0.037877s total:0.038034
 connect:0.019602s pretransfer:0.019740s starttransfer:0.025105s total:0.025234
 connect:0.035168s pretransfer:0.035313s starttransfer:0.046208s total:0.046356
 connect:0.028205s pretransfer:0.028344s starttransfer:0.033094s total:0.033293
 connect:0.033055s pretransfer:0.033183s starttransfer:0.038239s total:0.038540
 connect:0.019338s pretransfer:0.019494s starttransfer:0.024181s total:0.024377
 connect:0.031397s pretransfer:0.031502s starttransfer:0.038195s total:0.038315
 connect:0.028895s pretransfer:0.029093s starttransfer:0.033532s total:0.033669
 connect:0.059154s pretransfer:0.059326s starttransfer:0.079340s total:0.079606
 connect:0.078445s pretransfer:0.078584s starttransfer:0.085305s total:0.085449
 connect:0.051527s pretransfer:0.051662s starttransfer:0.057098s total:0.057247
 connect:0.041250s pretransfer:0.041465s starttransfer:0.052494s total:0.052647
 connect:0.035169s pretransfer:0.035334s starttransfer:0.041577s total:0.042469
 connect:0.063383s pretransfer:0.063534s starttransfer:0.068300s total:0.068438
 connect:0.036367s pretransfer:0.036639s starttransfer:0.042900s total:0.043089
 connect:0.026802s pretransfer:0.026948s starttransfer:0.035190s total:0.035323
 connect:0.020891s pretransfer:0.020997s starttransfer:0.024447s total:0.024568
 connect:0.024369s pretransfer:0.024498s starttransfer:0.028158s total:0.028274
 connect:0.030060s pretransfer:0.030167s starttransfer:0.033978s total:0.034112
 connect:0.029489s pretransfer:0.029626s starttransfer:0.035005s total:0.035239
 connect:0.020921s pretransfer:0.021022s starttransfer:0.026006s total:0.026152
 connect:0.022365s pretransfer:0.022460s starttransfer:0.026085s total:0.026196
 connect:0.022754s pretransfer:0.022854s starttransfer:0.027015s total:0.027149
 connect:0.027220s pretransfer:0.027313s starttransfer:0.030238s total:0.030340
 connect:0.027299s pretransfer:0.027443s starttransfer:0.031154s total:0.031255
 connect:0.018766s pretransfer:0.018899s starttransfer:0.025953s total:0.026157
 connect:0.027835s pretransfer:0.027932s starttransfer:0.033027s total:0.033148
 connect:0.038100s pretransfer:0.038287s starttransfer:0.045626s total:0.045798
 connect:0.031070s pretransfer:0.031191s starttransfer:0.034101s total:0.034209
 connect:0.029557s pretransfer:0.029830s starttransfer:0.036882s total:0.037016
 connect:0.028365s pretransfer:0.028500s starttransfer:0.035960s total:0.036156
 connect:0.024149s pretransfer:0.024276s starttransfer:0.030529s total:0.030705
 connect:0.035955s pretransfer:0.036111s starttransfer:0.048804s total:0.049000
 connect:0.033472s pretransfer:0.033738s starttransfer:0.040937s total:0.041101
 connect:0.030864s pretransfer:0.031072s starttransfer:0.039376s total:0.039519
 connect:0.023215s pretransfer:0.023362s starttransfer:0.027237s total:0.027372
 connect:0.028486s pretransfer:0.028642s starttransfer:0.043401s total:0.043598
 connect:0.032902s pretransfer:0.033030s starttransfer:0.076138s total:0.076376
 connect:0.029300s pretransfer:0.029441s starttransfer:0.037959s total:0.038122
 connect:0.034981s pretransfer:0.035115s starttransfer:0.043815s total:0.044075
 connect:0.024143s pretransfer:0.024253s starttransfer:0.034556s total:0.034697
 connect:0.034456s pretransfer:0.035883s starttransfer:0.044281s total:0.044404
 connect:0.038013s pretransfer:0.038147s starttransfer:0.041779s total:0.041907
 connect:0.030396s pretransfer:0.030506s starttransfer:0.036899s total:0.037057
 connect:0.031820s pretransfer:0.032107s starttransfer:0.039448s total:0.039565
 connect:0.027816s pretransfer:0.027960s starttransfer:0.033331s total:0.033457
 connect:0.034804s pretransfer:0.034968s starttransfer:0.039646s total:0.039765
 connect:0.029639s pretransfer:0.029745s starttransfer:0.036757s total:0.036991
 connect:0.033964s pretransfer:0.034115s starttransfer:0.038618s total:0.038736
 connect:0.023254s pretransfer:0.023388s starttransfer:0.027307s total:0.027433
 connect:0.024422s pretransfer:0.024603s starttransfer:0.030118s total:0.030269
 connect:0.028750s pretransfer:0.028871s starttransfer:0.032545s total:0.032658
 connect:0.028917s pretransfer:0.029033s starttransfer:0.032970s total:0.033127
 connect:0.028383s pretransfer:0.028512s starttransfer:0.032509s total:0.032698
 connect:0.033686s pretransfer:0.033836s starttransfer:0.036824s total:0.036954
 connect:0.022900s pretransfer:0.023014s starttransfer:0.027245s total:0.027419
 connect:0.025586s pretransfer:0.025775s starttransfer:0.030421s total:0.030573
 connect:0.025346s pretransfer:0.025487s starttransfer:0.029552s total:0.029725
 connect:0.022609s pretransfer:0.022711s starttransfer:0.027469s total:0.027610
 connect:0.021303s pretransfer:0.021397s starttransfer:0.026087s total:0.026240
 connect:0.022564s pretransfer:0.022753s starttransfer:0.030079s total:0.030197
 connect:0.045173s pretransfer:0.045272s starttransfer:0.048371s total:0.048506
 connect:0.014222s pretransfer:0.014357s starttransfer:0.019086s total:0.019210
 connect:0.028153s pretransfer:0.028296s starttransfer:0.033232s total:0.033340
 connect:0.026229s pretransfer:0.026347s starttransfer:0.034848s total:0.034967
 connect:0.018458s pretransfer:0.018582s starttransfer:0.023523s total:0.023649
 connect:0.035352s pretransfer:0.035496s starttransfer:0.041368s total:0.041533
 connect:0.022325s pretransfer:0.022463s starttransfer:0.029754s total:0.029921
 connect:0.035867s pretransfer:0.035999s starttransfer:0.042382s total:0.042518
 connect:0.032221s pretransfer:0.032332s starttransfer:0.036262s total:0.036389
 connect:0.037119s pretransfer:0.037331s starttransfer:0.040858s total:0.040990
 connect:0.039118s pretransfer:0.039252s starttransfer:0.046185s total:0.046308
 connect:0.041470s pretransfer:0.041594s starttransfer:0.049410s total:0.049586
 connect:0.033797s pretransfer:0.033916s starttransfer:0.036920s total:0.037035
 connect:0.023151s pretransfer:0.023267s starttransfer:0.028603s total:0.028741
 connect:0.035752s pretransfer:0.035888s starttransfer:0.041722s total:0.041851
 connect:0.026274s pretransfer:0.026429s starttransfer:0.031489s total:0.031638
 connect:0.036603s pretransfer:0.037051s starttransfer:0.045094s total:0.045239
 connect:0.033937s pretransfer:0.034080s starttransfer:0.038473s total:0.038610
 connect:0.037980s pretransfer:0.038124s starttransfer:0.043619s total:0.043769
 connect:0.026983s pretransfer:0.027116s starttransfer:0.035733s total:0.035853
 connect:0.040641s pretransfer:0.040947s starttransfer:0.047182s total:0.047329
 connect:0.028901s pretransfer:0.029030s starttransfer:0.033349s total:0.033471
 connect:0.029054s pretransfer:0.029233s starttransfer:0.036744s total:0.036895
 connect:0.029022s pretransfer:0.029145s starttransfer:0.035349s total:0.035480
 connect:0.023492s pretransfer:0.023597s starttransfer:0.028982s total:0.029119
 connect:0.029684s pretransfer:0.029857s starttransfer:0.034192s total:0.034338
 connect:0.028008s pretransfer:0.028158s starttransfer:0.033475s total:0.033579
 connect:0.022816s pretransfer:0.022935s starttransfer:0.028570s total:0.028744
 connect:0.010913s pretransfer:0.011100s starttransfer:0.015623s total:0.015765
 connect:0.019350s pretransfer:0.019451s starttransfer:0.024091s total:0.024219
 connect:0.027516s pretransfer:0.027613s starttransfer:0.030707s total:0.030835
 connect:0.037375s pretransfer:0.037496s starttransfer:0.043436s total:0.043581
 connect:0.025130s pretransfer:0.025224s starttransfer:0.031210s total:0.031375
 connect:0.021663s pretransfer:0.021774s starttransfer:0.027187s total:0.027365
 connect:0.029522s pretransfer:0.029645s starttransfer:0.033608s total:0.033780
 connect:0.034634s pretransfer:0.034793s starttransfer:0.038953s total:0.039077
 connect:0.024826s pretransfer:0.025010s starttransfer:0.030731s total:0.030848
 connect:0.024351s pretransfer:0.024539s starttransfer:0.030884s total:0.031064
 connect:0.030438s pretransfer:0.030587s starttransfer:0.038692s total:0.038853
 connect:0.027019s pretransfer:0.027144s starttransfer:0.032484s total:0.032608
 connect:0.042297s pretransfer:0.042450s starttransfer:0.050786s total:0.050948
 connect:0.037714s pretransfer:0.037821s starttransfer:0.044889s total:0.045006
 connect:0.031606s pretransfer:0.031722s starttransfer:0.038266s total:0.038377
 connect:0.027481s pretransfer:0.027680s starttransfer:0.035185s total:0.035302
 connect:0.028177s pretransfer:0.028312s starttransfer:0.036651s total:0.036761
 connect:0.045548s pretransfer:0.045652s starttransfer:0.055672s total:0.055810
 connect:0.033586s pretransfer:0.033706s starttransfer:0.037923s total:0.038072
 connect:0.008987s pretransfer:0.009097s starttransfer:0.017445s total:0.017563
 connect:0.044103s pretransfer:0.044271s starttransfer:0.050640s total:0.050956
 connect:0.029599s pretransfer:0.029720s starttransfer:0.035704s total:0.035827
 connect:0.023088s pretransfer:0.023331s starttransfer:0.029282s total:0.029428
 connect:0.049368s pretransfer:0.049539s starttransfer:0.054985s total:0.055175
 connect:0.039703s pretransfer:0.039807s starttransfer:0.045398s total:0.045568
 connect:0.041830s pretransfer:0.042019s starttransfer:0.046904s total:0.047040
 connect:0.034504s pretransfer:0.034685s starttransfer:0.040991s total:0.041120
 connect:0.029686s pretransfer:0.029873s starttransfer:0.036936s total:0.037242
 connect:0.022386s pretransfer:0.022561s starttransfer:0.028243s total:0.028470
 connect:0.039423s pretransfer:0.039569s starttransfer:0.044890s total:0.045017
 connect:0.027401s pretransfer:0.027587s starttransfer:0.036484s total:0.036608
 connect:0.028534s pretransfer:0.028653s starttransfer:0.032374s total:0.032512
 connect:0.031831s pretransfer:0.031983s starttransfer:0.036404s total:0.036585
 connect:0.021602s pretransfer:0.021696s starttransfer:0.025849s total:0.025989
 connect:0.020748s pretransfer:0.020935s starttransfer:0.024287s total:0.024404
 connect:0.024447s pretransfer:0.024760s starttransfer:0.035797s total:0.035955
 connect:0.020126s pretransfer:0.020229s starttransfer:0.023988s total:0.024106
 connect:0.023742s pretransfer:0.023870s starttransfer:0.029743s total:0.029858
 connect:0.020204s pretransfer:0.020301s starttransfer:0.024649s total:0.024757
 connect:0.030804s pretransfer:0.030956s starttransfer:0.034976s total:0.035154
 connect:0.022368s pretransfer:0.022477s starttransfer:0.026250s total:0.026378
 connect:0.027153s pretransfer:0.027295s starttransfer:0.030806s total:0.030915
 connect:0.034063s pretransfer:0.034169s starttransfer:0.038674s total:0.038818
 connect:0.023036s pretransfer:0.023167s starttransfer:0.027784s total:0.027928
 connect:0.021918s pretransfer:0.022026s starttransfer:0.026977s total:0.027132
 connect:0.024204s pretransfer:0.024393s starttransfer:0.036851s total:0.037050
 connect:0.162901s pretransfer:0.163003s starttransfer:0.166645s total:0.166758
 connect:0.051829s pretransfer:0.052092s starttransfer:0.063673s total:0.063817
 connect:0.028419s pretransfer:0.028520s starttransfer:0.034099s total:0.034251
 connect:0.033387s pretransfer:0.033497s starttransfer:0.042254s total:0.042416
 connect:0.031317s pretransfer:0.031490s starttransfer:0.037228s total:0.037366
 connect:0.084259s pretransfer:0.084413s starttransfer:0.093274s total:0.093502
 connect:0.030300s pretransfer:0.030445s starttransfer:0.042289s total:0.042471
 connect:0.028574s pretransfer:0.028717s starttransfer:0.032776s total:0.032917
 connect:0.028260s pretransfer:0.028386s starttransfer:0.033062s total:0.033186
 connect:0.035137s pretransfer:0.035302s starttransfer:0.040774s total:0.040897
 connect:0.032911s pretransfer:0.033066s starttransfer:0.037177s total:0.037292
 connect:0.041375s pretransfer:0.041513s starttransfer:0.047470s total:0.047613
 connect:0.048504s pretransfer:0.048619s starttransfer:0.052442s total:0.052568
 connect:0.031405s pretransfer:0.031544s starttransfer:0.036491s total:0.036639
 connect:0.025222s pretransfer:0.025416s starttransfer:0.031342s total:0.031514
 connect:0.027476s pretransfer:0.027640s starttransfer:0.033090s total:0.033208
 connect:0.027584s pretransfer:0.027694s starttransfer:0.032672s total:0.032805
 connect:0.031386s pretransfer:0.031523s starttransfer:0.036075s total:0.036191
 connect:0.037705s pretransfer:0.037825s starttransfer:0.042656s total:0.042788
 connect:0.033270s pretransfer:0.033433s starttransfer:0.038441s total:0.038564
 connect:0.041311s pretransfer:0.041442s starttransfer:0.046092s total:0.046218
 connect:0.026719s pretransfer:0.027019s starttransfer:0.031616s total:0.031725
 connect:0.030965s pretransfer:0.031086s starttransfer:0.034614s total:0.034761
 connect:0.025672s pretransfer:0.025799s starttransfer:0.031250s total:0.031407
 connect:0.028973s pretransfer:0.029162s starttransfer:0.035099s total:0.035276
 connect:0.030413s pretransfer:0.030540s starttransfer:0.034429s total:0.034550
 connect:0.035491s pretransfer:0.035587s starttransfer:0.039508s total:0.039611
 connect:0.026547s pretransfer:0.026636s starttransfer:0.030448s total:0.030603
