 connect:0.129181s pretransfer:0.129270s starttransfer:0.194627s total:0.194673
 connect:0.050955s pretransfer:0.051094s starttransfer:0.069942s total:0.070005
 connect:0.041617s pretransfer:0.041757s starttransfer:0.055848s total:0.055906
 connect:0.030974s pretransfer:0.031138s starttransfer:0.039819s total:0.039962
 connect:0.035394s pretransfer:0.035530s starttransfer:0.044546s total:0.045177
 connect:0.047238s pretransfer:0.047345s starttransfer:0.055952s total:0.056011
 connect:0.044494s pretransfer:0.044647s starttransfer:0.054860s total:0.054935
 connect:0.039095s pretransfer:0.039216s starttransfer:0.048430s total:0.048502
 connect:0.036930s pretransfer:0.037061s starttransfer:0.046718s total:0.046800
 connect:0.034465s pretransfer:0.034606s starttransfer:0.043024s total:0.043084
 connect:0.042310s pretransfer:0.042438s starttransfer:0.052855s total:0.052916
 connect:0.029055s pretransfer:0.029200s starttransfer:0.036782s total:0.036842
 connect:0.043155s pretransfer:0.043280s starttransfer:0.051505s total:0.051565
 connect:0.029292s pretransfer:0.029447s starttransfer:0.038164s total:0.038216
 connect:0.029382s pretransfer:0.029519s starttransfer:0.035794s total:0.035864
 connect:0.026232s pretransfer:0.026402s starttransfer:0.035371s total:0.035423
 connect:0.027007s pretransfer:0.027105s starttransfer:0.034505s total:0.034563
 connect:0.021698s pretransfer:0.021821s starttransfer:0.032478s total:0.032562
 connect:0.052156s pretransfer:0.052281s starttransfer:0.063949s total:0.064003
 connect:0.034880s pretransfer:0.035060s starttransfer:0.042019s total:0.042083
 connect:0.028653s pretransfer:0.028774s starttransfer:0.035772s total:0.035823
 connect:0.035067s pretransfer:0.035194s starttransfer:0.042874s total:0.042930
 connect:0.027473s pretransfer:0.027602s starttransfer:0.037651s total:0.037718
 connect:0.024377s pretransfer:0.024497s starttransfer:0.033809s total:0.033864
 connect:0.064905s pretransfer:0.065005s starttransfer:0.073688s total:0.073773
 connect:0.033025s pretransfer:0.033142s starttransfer:0.041902s total:0.041970
 connect:0.023321s pretransfer:0.023425s starttransfer:0.030795s total:0.030898
 connect:0.032300s pretransfer:0.032428s starttransfer:0.039290s total:0.039344
 connect:0.032601s pretransfer:0.032733s starttransfer:0.039594s total:0.039653
 connect:0.038546s pretransfer:0.038662s starttransfer:0.049498s total:0.049567
 connect:0.051377s pretransfer:0.051546s starttransfer:0.065049s total:0.065162
 connect:0.038092s pretransfer:0.038204s starttransfer:0.047837s total:0.047905
 connect:0.031972s pretransfer:0.032119s starttransfer:0.041279s total:0.041357
 connect:0.029178s pretransfer:0.029284s starttransfer:0.041802s total:0.041858
 connect:0.042904s pretransfer:0.043053s starttransfer:0.056673s total:0.056732
 connect:0.032213s pretransfer:0.032360s starttransfer:0.042888s total:0.042961
 connect:0.031060s pretransfer:0.031195s starttransfer:0.041187s total:0.041271
 connect:0.037881s pretransfer:0.038007s starttransfer:0.045737s total:0.045808
 connect:0.040402s pretransfer:0.040587s starttransfer:0.050930s total:0.051019
 connect:0.030757s pretransfer:0.030927s starttransfer:0.042696s total:0.042850
 connect:0.023676s pretransfer:0.023785s starttransfer:0.031575s total:0.031656
 connect:0.047333s pretransfer:0.047497s starttransfer:0.057248s total:0.057312
 connect:0.073349s pretransfer:0.073488s starttransfer:0.083354s total:0.083431
 connect:0.049358s pretransfer:0.049497s starttransfer:0.060077s total:0.060140
 connect:0.033420s pretransfer:0.033596s starttransfer:0.044372s total:0.044445
 connect:0.043984s pretransfer:0.044131s starttransfer:0.053331s total:0.053408
 connect:0.057415s pretransfer:0.057583s starttransfer:0.071902s total:0.071972
 connect:0.038262s pretransfer:0.038427s starttransfer:0.046775s total:0.046835
 connect:0.036661s pretransfer:0.036897s starttransfer:0.046098s total:0.046162
 connect:0.034620s pretransfer:0.034740s starttransfer:0.045854s total:0.045943
 connect:0.027599s pretransfer:0.027726s starttransfer:0.038050s total:0.038132
 connect:0.022970s pretransfer:0.023100s starttransfer:0.031073s total:0.031183
 connect:0.038218s pretransfer:0.038328s starttransfer:0.045974s total:0.046037
 connect:0.026344s pretransfer:0.026443s starttransfer:0.034038s total:0.034122
 connect:0.027677s pretransfer:0.027778s starttransfer:0.034785s total:0.034835
 connect:0.026007s pretransfer:0.026096s starttransfer:0.033537s total:0.033591
 connect:0.030121s pretransfer:0.030255s starttransfer:0.038211s total:0.038266
 connect:0.025303s pretransfer:0.025460s starttransfer:0.032882s total:0.032963
 connect:0.034314s pretransfer:0.034451s starttransfer:0.043792s total:0.043846
 connect:0.171670s pretransfer:0.171781s starttransfer:0.180892s total:0.180947
 connect:0.025593s pretransfer:0.025684s starttransfer:0.036828s total:0.036886
 connect:0.037898s pretransfer:0.038150s starttransfer:0.047257s total:0.047311
 connect:0.036302s pretransfer:0.036400s starttransfer:0.043051s total:0.043110
 connect:0.034084s pretransfer:0.034200s starttransfer:0.043505s total:0.043575
 connect:0.042700s pretransfer:0.042881s starttransfer:0.065086s total:0.065157
 connect:0.029818s pretransfer:0.029941s starttransfer:0.042911s total:0.042968
 connect:0.028616s pretransfer:0.028755s starttransfer:0.040654s total:0.040718
 connect:0.025391s pretransfer:0.025526s starttransfer:0.037789s total:0.037857
 connect:0.030711s pretransfer:0.030839s starttransfer:0.039200s total:0.039274
 connect:0.034573s pretransfer:0.034710s starttransfer:0.054767s total:0.054847
 connect:0.038558s pretransfer:0.038692s starttransfer:0.054623s total:0.054709
 connect:0.006972s pretransfer:0.007131s starttransfer:0.017987s total:0.018040
 connect:0.028515s pretransfer:0.028628s starttransfer:0.041984s total:0.042064
 connect:0.029230s pretransfer:0.029446s starttransfer:0.036691s total:0.036746
 connect:0.034347s pretransfer:0.034527s starttransfer:0.043254s total:0.043332
 connect:0.040737s pretransfer:0.040929s starttransfer:0.051962s total:0.052053
 connect:0.029960s pretransfer:0.030072s starttransfer:0.039681s total:0.039738
 connect:0.031140s pretransfer:0.031264s starttransfer:0.044051s total:0.044151
 connect:0.027697s pretransfer:0.027836s starttransfer:0.035659s total:0.035711
 connect:0.028846s pretransfer:0.028993s starttransfer:0.038949s total:0.039015
 connect:0.038467s pretransfer:0.038556s starttransfer:0.048888s total:0.048938
 connect:0.038411s pretransfer:0.038562s starttransfer:0.047494s total:0.047601
 connect:0.027608s pretransfer:0.027706s starttransfer:0.035442s total:0.035504
 connect:0.028552s pretransfer:0.028643s starttransfer:0.035641s total:0.035692
 connect:0.034203s pretransfer:0.034290s starttransfer:0.041770s total:0.041821
 connect:0.030988s pretransfer:0.031096s starttransfer:0.038785s total:0.038849
 connect:0.024097s pretransfer:0.024208s starttransfer:0.034264s total:0.034326
 connect:0.030116s pretransfer:0.030319s starttransfer:0.036826s total:0.036878
 connect:0.026346s pretransfer:0.026564s starttransfer:0.034776s total:0.034832
 connect:0.024768s pretransfer:0.024913s starttransfer:0.033354s total:0.033407
 connect:0.027836s pretransfer:0.027992s starttransfer:0.036831s total:0.036889
 connect:0.035105s pretransfer:0.035219s starttransfer:0.042521s total:0.042578
 connect:0.031201s pretransfer:0.031291s starttransfer:0.039137s total:0.039189
 connect:0.028103s pretransfer:0.028225s starttransfer:0.035203s total:0.035273
 connect:0.044298s pretransfer:0.044427s starttransfer:0.057244s total:0.057333
 connect:0.036661s pretransfer:0.036767s starttransfer:0.044566s total:0.044636
 connect:0.163021s pretransfer:0.163164s starttransfer:0.170174s total:0.170223
 connect:0.034123s pretransfer:0.034296s starttransfer:0.044162s total:0.044220
 connect:0.027071s pretransfer:0.027182s starttransfer:0.041676s total:0.041734
 connect:0.029687s pretransfer:0.029841s starttransfer:0.037536s total:0.037594
 connect:0.033377s pretransfer:0.033501s starttransfer:0.044604s total:0.044666
 connect:0.040754s pretransfer:0.040882s starttransfer:0.051418s total:0.051474
 connect:0.028089s pretransfer:0.028239s starttransfer:0.036643s total:0.036703
 connect:0.028603s pretransfer:0.028705s starttransfer:0.041352s total:0.041427
 connect:0.037037s pretransfer:0.037190s starttransfer:0.046085s total:0.046141
 connect:0.039654s pretransfer:0.039805s starttransfer:0.057455s total:0.057518
 connect:0.031765s pretransfer:0.032083s starttransfer:0.038219s total:0.038275
 connect:0.040794s pretransfer:0.040969s starttransfer:0.049227s total:0.049292
 connect:0.044807s pretransfer:0.044883s starttransfer:0.052406s total:0.052462
 connect:0.040708s pretransfer:0.040847s starttransfer:0.049217s total:0.049273
 connect:0.049214s pretransfer:0.049322s starttransfer:0.057855s total:0.057916
 connect:0.041181s pretransfer:0.041301s starttransfer:0.049443s total:0.049501
 connect:0.028425s pretransfer:0.028593s starttransfer:0.037193s total:0.037246
 connect:0.034629s pretransfer:0.034773s starttransfer:0.043340s total:0.043410
 connect:0.041349s pretransfer:0.041470s starttransfer:0.049777s total:0.049836
 connect:0.036464s pretransfer:0.036634s starttransfer:0.047999s total:0.048078
 connect:0.037060s pretransfer:0.037207s starttransfer:0.050942s total:0.051031
 connect:0.036212s pretransfer:0.036355s starttransfer:0.047351s total:0.047415
 connect:0.023215s pretransfer:0.023324s starttransfer:0.032202s total:0.032295
 connect:0.023435s pretransfer:0.023546s starttransfer:0.033334s total:0.033394
 connect:0.027557s pretransfer:0.027680s starttransfer:0.034763s total:0.034823
 connect:0.027906s pretransfer:0.027996s starttransfer:0.035453s total:0.035516
 connect:0.029073s pretransfer:0.029254s starttransfer:0.113172s total:0.113253
 connect:0.031873s pretransfer:0.031998s starttransfer:0.047545s total:0.047601
 connect:0.074389s pretransfer:0.074539s starttransfer:0.082198s total:0.082250
 connect:0.025595s pretransfer:0.025707s starttransfer:0.033192s total:0.033242
 connect:0.026530s pretransfer:0.026636s starttransfer:0.033103s total:0.033183
 connect:0.035235s pretransfer:0.035391s starttransfer:0.046905s total:0.046952
 connect:0.026253s pretransfer:0.026377s starttransfer:0.035327s total:0.035383
 connect:0.035847s pretransfer:0.035956s starttransfer:0.043099s total:0.043159
 connect:0.037612s pretransfer:0.037719s starttransfer:0.046646s total:0.046713
 connect:0.152307s pretransfer:0.152413s starttransfer:0.160795s total:0.160847
 connect:0.023068s pretransfer:0.023195s starttransfer:0.030539s total:0.030596
 connect:0.031338s pretransfer:0.031520s starttransfer:0.041721s total:0.041806
 connect:0.043129s pretransfer:0.043240s starttransfer:0.059358s total:0.059436
 connect:0.033392s pretransfer:0.033533s starttransfer:0.043148s total:0.043262
 connect:0.035948s pretransfer:0.036102s starttransfer:0.045949s total:0.046025
 connect:0.030796s pretransfer:0.030913s starttransfer:0.038436s total:0.038522
 connect:0.031283s pretransfer:0.031453s starttransfer:0.040693s total:0.040749
 connect:0.029016s pretransfer:0.029142s starttransfer:0.039805s total:0.039874
 connect:0.052179s pretransfer:0.052326s starttransfer:0.063697s total:0.063768
 connect:0.030896s pretransfer:0.031083s starttransfer:0.041881s total:0.041943
 connect:0.032095s pretransfer:0.032235s starttransfer:0.040565s total:0.040627
 connect:0.030808s pretransfer:0.030939s starttransfer:0.040359s total:0.040452
 connect:0.037652s pretransfer:0.037785s starttransfer:0.053211s total:0.053298
 connect:0.033002s pretransfer:0.033199s starttransfer:0.041951s total:0.042018
 connect:0.028516s pretransfer:0.028652s starttransfer:0.038169s total:0.038325
 connect:0.029150s pretransfer:0.029306s starttransfer:0.039913s total:0.039986
 connect:0.044397s pretransfer:0.044518s starttransfer:0.055255s total:0.055310
 connect:0.035468s pretransfer:0.035613s starttransfer:0.050186s total:0.050241
 connect:0.028369s pretransfer:0.028533s starttransfer:0.039198s total:0.039251
 connect:0.053220s pretransfer:0.053440s starttransfer:0.069746s total:0.069807
 connect:0.028215s pretransfer:0.028344s starttransfer:0.038700s total:0.038766
 connect:0.026667s pretransfer:0.026802s starttransfer:0.035504s total:0.035560
 connect:0.025847s pretransfer:0.025950s starttransfer:0.034211s total:0.034262
 connect:0.030236s pretransfer:0.030348s starttransfer:0.037599s total:0.037651
 connect:0.023233s pretransfer:0.023335s starttransfer:0.033425s total:0.033483
 connect:0.031314s pretransfer:0.031435s starttransfer:0.044196s total:0.044345
 connect:0.021012s pretransfer:0.021104s starttransfer:0.032234s total:0.032294
 connect:0.030944s pretransfer:0.031083s starttransfer:0.037599s total:0.037657
 connect:0.028378s pretransfer:0.028473s starttransfer:0.035520s total:0.035585
 connect:0.039176s pretransfer:0.039279s starttransfer:0.047078s total:0.047154
 connect:0.031645s pretransfer:0.031771s starttransfer:0.038815s total:0.038867
 connect:0.028372s pretransfer:0.028481s starttransfer:0.035541s total:0.035599
 connect:0.041146s pretransfer:0.041326s starttransfer:0.051170s total:0.051238
 connect:0.035276s pretransfer:0.035375s starttransfer:0.041888s total:0.041940
 connect:0.027431s pretransfer:0.027552s starttransfer:0.034612s total:0.034697
 connect:0.039714s pretransfer:0.039856s starttransfer:0.052391s total:0.052450
 connect:0.021658s pretransfer:0.021844s starttransfer:0.029835s total:0.029901
 connect:0.025424s pretransfer:0.025549s starttransfer:0.040078s total:0.040179
 connect:0.033630s pretransfer:0.033763s starttransfer:0.041406s total:0.041470
 connect:0.030593s pretransfer:0.030683s starttransfer:0.040247s total:0.040303
 connect:0.034483s pretransfer:0.034619s starttransfer:0.045404s total:0.045485
 connect:0.041954s pretransfer:0.042081s starttransfer:0.053828s total:0.053928
 connect:0.029392s pretransfer:0.029575s starttransfer:0.041794s total:0.041883
 connect:0.045224s pretransfer:0.045357s starttransfer:0.058100s total:0.058161
 connect:0.033175s pretransfer:0.033353s starttransfer:0.050541s total:0.050596
 connect:0.035887s pretransfer:0.036052s starttransfer:0.044422s total:0.044477
 connect:0.032438s pretransfer:0.032573s starttransfer:0.042937s total:0.042997
 connect:0.026341s pretransfer:0.026465s starttransfer:0.038815s total:0.038875
 connect:0.035181s pretransfer:0.035371s starttransfer:0.045032s total:0.045144
 connect:0.043062s pretransfer:0.043223s starttransfer:0.052600s total:0.052683
 connect:0.037417s pretransfer:0.037530s starttransfer:0.047872s total:0.047938
 connect:0.035198s pretransfer:0.035340s starttransfer:0.048634s total:0.048751
 connect:0.042161s pretransfer:0.042386s starttransfer:0.051731s total:0.051782
 connect:0.050662s pretransfer:0.050799s starttransfer:0.059883s total:0.059941
 connect:0.047639s pretransfer:0.047776s starttransfer:0.059770s total:0.059841
 connect:0.034490s pretransfer:0.034621s starttransfer:0.043224s total:0.043287
 connect:0.033452s pretransfer:0.033594s starttransfer:0.045484s total:0.045549
 connect:0.036921s pretransfer:0.037051s starttransfer:0.044665s total:0.044718
 connect:0.040312s pretransfer:0.040562s starttransfer:0.050739s total:0.050823
 connect:0.035352s pretransfer:0.035442s starttransfer:0.042460s total:0.042515
 connect:0.036848s pretransfer:0.037075s starttransfer:0.045354s total:0.045427
 connect:0.045096s pretransfer:0.045217s starttransfer:0.051952s total:0.052003
 connect:0.033208s pretransfer:0.033338s starttransfer:0.040109s total:0.040162
 connect:0.025887s pretransfer:0.026020s starttransfer:0.034329s total:0.034429
 connect:0.022742s pretransfer:0.022830s starttransfer:0.030145s total:0.030204
